image_file,hand,leg,hip,shoulder,mixed,label,perimeter,nm_lns,mean_length,std_length,mean_slope,std_slope,max_acute_angle,min_acute_angle,area,num_corners,corner_ratio
IMG0000375.jpg,0,1,0,0,0,0,3.883259911894273,2,0.2411894273127753,0.0077092511013215,0.0,0.0,0.0,0.0,16.215859030837006,133,0.2929515418502202
IMG0003873.jpg,1,0,0,1,1,0,8.411894273127754,5,0.168057931179655,0.0167992956277013,8.216666666666665,14.474844078991357,87.64670313389169,0.2664900760585892,39.33259911894273,262,0.5770925110132159
IMG0002796.jpg,0,1,0,0,0,0,5.788546255506608,10,0.1547626875481582,0.0376976956860777,-3.9220082040306763,20.72066623633719,90.0,0.3411776636219569,24.244493392070485,259,0.5704845814977973
IMG0003700.jpg,1,0,0,0,0,0,5.10455764075067,8,0.2178733816154393,0.0872173992902579,-2.625,34.393631314532634,90.0,1.4951458019677033,20.96514745308311,211,0.5656836461126006
IMG0003388.jpg,0,1,0,0,0,0,5.97136563876652,8,0.1895917010219272,0.0503501624315272,-15.5522396761735,27.96981851245112,87.29657466647133,0.0841492485001188,25.801762114537446,341,0.751101321585903
IMG0001579.jpg,0,1,0,0,0,0,2.4691629955947136,5,0.1934543706279403,0.0554695563287114,11.185210084033613,10.564475163048037,88.09084756700362,1.9563087368553889,10.134361233480176,99,0.2180616740088105
IMG0003618.jpg,0,1,0,0,0,0,4.986784140969163,6,0.2340115982396073,0.0818777155970915,-4.734786117836966,5.959575763614044,90.0,0.0,20.06387665198238,174,0.3832599118942731
IMG0001439.jpg,0,1,0,0,0,0,5.035242290748899,8,0.2152217322729812,0.0687113703031015,2.679187552213868,3.530717899707887,80.0493733120484,0.0345884530914421,22.20044052863436,234,0.5154185022026432
IMG0000541.jpg,1,0,0,0,0,0,6.841409691629956,19,0.1939230508099323,0.0399141103321934,-16.952084605209606,32.430749044855865,90.0,0.7614523172212188,30.658590308370044,106,0.2334801762114537
IMG0001089.jpg,0,0,0,1,0,0,3.5286343612334803,3,0.1645514537613494,0.0056700164293407,-5.912337662337663,8.370492991495327,87.51953659636881,0.7440592028890008,16.077092511013216,114,0.2511013215859031
IMG0003383.jpg,1,0,0,0,0,1,5.91409691629956,11,0.1672100228107024,0.0405527627443182,-20.58774040606872,26.487951013775152,89.24615166692924,0.1629259480968158,25.145374449339208,296,0.6519823788546255
IMG0003129.jpg,0,1,1,0,1,0,6.431718061674009,12,0.1852005406570332,0.0524107727894752,-2.8002479177179134,1.0880614469240435,77.56043798115346,0.0468677028547158,28.73348017621145,100,0.2202643171806167
IMG0000974.jpg,0,1,0,0,0,0,8.667560321715818,13,0.3272618378370264,0.1121028481581632,-0.31040627300215673,0.0401720066431549,90.0,0.0211618751455238,40.56836461126005,357,0.9571045576407506
IMG0000154.jpg,0,1,0,0,0,0,20.540972222222223,167,0.110153117472118,0.049821442450419,-0.23989873357018648,1.5968158781297985,72.00314107953912,0.0078845142515277,95.28020833333332,7661,2.6600694444444444
IMG0000349.jpg,0,1,0,0,0,0,6.563876651982379,15,0.2035779401497688,0.0326506534827056,9.23891414141414,31.680318017170197,89.31793960682735,0.0468740933150702,27.81718061674009,188,0.4140969162995594
IMG0003392.jpg,1,0,0,0,0,0,4.337004405286344,8,0.1662571118299249,0.065485940418629,-18.319765014859353,28.460718251749494,90.0,0.1857504764498495,19.34361233480176,160,0.3524229074889868
IMG0000183.jpg,0,1,0,0,0,0,17.927777777777777,202,0.068034286911292,0.0113982415051737,-1.1117385844078216,2.1903387452911627,74.28142706105902,0.2548274405086048,83.03472222222223,7753,2.692013888888889
IMG0001437.jpg,0,1,0,0,0,0,4.766519823788546,7,0.1524101512043441,0.0209314095421507,13.167269659733016,23.448450534265817,90.0,4.671567036454617,20.5704845814978,170,0.3744493392070485
IMG0003064.jpg,1,0,0,0,0,0,6.369973190348525,13,0.2374467968971188,0.1022559064428904,-0.721261760053255,1.5777107963597483,90.0,0.1604149302623531,27.48257372654156,202,0.5415549597855228
IMG0002614.jpg,1,0,0,0,0,1,6.143171806167401,11,0.1756938851953928,0.0512246425927758,-21.285238095238096,32.21188816263752,89.11859600341786,0.0248967739960666,26.9295154185022,295,0.6497797356828194
IMG0001279.jpg,1,0,0,0,0,0,6.587131367292225,8,0.2715909453250065,0.0763541777237196,0.2572880752920804,0.020239222465346526,90.0,0.0107141642613701,27.83378016085791,149,0.3994638069705093
IMG0003889.jpg,0,1,0,0,0,0,5.726872246696035,7,0.2300772160378812,0.0619989910162856,1.8183680354732987,1.8321917827226752,76.9447527762034,0.0,25.911894273127757,230,0.5066079295154186
IMG0003096.jpg,1,1,0,0,1,0,6.502202643171806,6,0.199198363599706,0.0902408216144454,-2.306184012066365,2.3066638743869863,77.96940390346214,0.0,28.438325991189423,427,0.9405286343612336
IMG0000651.jpg,0,1,0,0,0,0,4.354625550660793,7,0.1677013219075339,0.0417236668368911,6.978228228228228,33.2300693242572,89.33380002981687,0.0,18.47797356828194,96,0.211453744493392
IMG0002684.jpg,1,0,0,0,0,0,4.466487935656836,5,0.1714804202177177,0.0337458215221271,-2.9411764705882355,0.0,90.0,90.0,18.73190348525469,187,0.5013404825737265
IMG0000983.jpg,0,0,1,0,0,0,9.847184986595174,11,0.2016305022694756,0.0635920219916185,-10.08888888888889,30.526622665437863,90.0,0.3409295402706669,45.19571045576407,277,0.7426273458445041
IMG0003502.jpg,0,1,0,0,0,0,8.310991957104557,14,0.2642926575122193,0.0812980146044855,0.5608490878362341,1.1988026988963756,90.0,0.339630997335389,36.65415549597855,146,0.3914209115281501
IMG0000960.jpg,0,1,1,0,1,0,6.275330396475771,8,0.1894116735317916,0.0879395786607149,-3.3100649350649354,14.84153617835472,88.33971763101721,0.0,27.51982378854625,263,0.579295154185022
IMG0000145.jpg,1,0,0,0,0,0,34.62708333333333,305,0.0626858735378475,0.0080019449989433,-0.04030990967027185,1.017054891303191,90.0,2.7393357219184926,159.88784722222223,11176,3.880555555555556
IMG0000543.jpg,1,0,0,0,0,0,3.627345844504021,7,0.2700236444359318,0.073582157053446,-6.313078703703703,0.7328123423337286,90.0,0.0943916436214062,14.27882037533512,121,0.324396782841823
IMG0000602.jpg,1,0,0,0,0,0,4.116740088105727,8,0.2030168004880597,0.1029929374929799,-3.8743055555555554,3.0382625389194455,81.99527114270714,0.0,17.801762114537446,182,0.4008810572687225
IMG0001782.jpg,0,1,0,0,0,0,6.297356828193832,10,0.1786791836024681,0.0422419023407878,7.006825396825397,13.246778432928362,88.8583873758275,0.1562171325502464,28.38105726872247,155,0.3414096916299559
IMG0001469.jpg,0,0,1,0,0,0,11.772117962466488,4,0.2014137619985254,0.0334996011604459,6.348938826466917,5.641501381077814,90.0,7.175261100283769,54.8739946380697,586,1.5710455764075066
IMG0000228.jpg,0,1,0,0,0,0,12.843402777777778,104,0.1034875348879188,0.0235914802244327,10.24232196318685,3.1148145644655454,90.0,0.0021044252671076,59.33263888888889,2402,0.8340277777777778
IMG0002254.jpg,0,1,0,0,0,0,4.477973568281938,4,0.137856648478142,0.0128203755568395,-23.761904761904763,26.66403048194234,90.0,4.613780087301303,19.63876651982379,95,0.2092511013215859
IMG0001079.jpg,0,1,0,0,0,0,3.784140969162996,5,0.1792190129549518,0.0586029968179736,3.0419047619047617,4.803904685436356,85.3893506813394,0.0,14.966960352422907,119,0.2621145374449339
IMG0004223.jpg,1,0,0,0,0,0,3.2577092511013217,4,0.2050775889356156,0.0546200885227859,-2.7397660818713447,2.7896437845816133,80.86982351772131,0.0,13.94933920704846,161,0.3546255506607929
IMG0001325.jpg,0,1,0,0,0,0,9.919571045576408,14,0.2756982037564107,0.0764979633164667,-8.268055555555556,8.649514674913965,90.0,0.1173863108566526,43.15013404825737,236,0.6327077747989276
IMG0003649.jpg,0,1,0,0,0,0,7.466487935656836,16,0.32810390910524,0.1233174179384972,0.1796325991610502,0.04231683774947316,90.0,0.2048749444775688,32.37801608579088,149,0.3994638069705093
IMG0001332.jpg,0,1,0,0,0,0,6.634361233480176,10,0.2371420715034951,0.1104990802738489,-6.891175213675213,9.348553525997229,87.19362974821176,0.0,27.13876651982379,174,0.3832599118942731
IMG0003619.jpg,1,0,0,0,0,1,3.9383259911894273,9,0.1667991145394308,0.0381301827987867,3.288890283093181,3.510149501612139,84.50767544287257,0.0,17.636563876651984,76,0.1674008810572687
IMG0001156.jpg,0,0,1,0,0,0,7.160857908847185,5,0.2542747927831138,0.0830372965803792,13.166666666666666,23.274926900470003,90.0,0.4668935728378298,32.603217158176946,59,0.1581769436997319
IMG0002733.jpg,0,1,0,0,0,0,5.977973568281938,7,0.1882025903550083,0.0929418804830326,15.108163265306121,17.554311983702405,88.89829388479363,0.0,27.024229074889867,149,0.3281938325991189
IMG0002607.jpg,0,0,1,0,0,1,7.28193832599119,8,0.1840167286249258,0.0625660305822199,-12.061111111111112,32.615040933007094,90.0,0.0,32.11013215859031,172,0.3788546255506608
IMG0000473.jpg,0,1,0,0,0,0,5.594713656387666,13,0.2182127634837725,0.064842072460064,14.724775224775225,14.674538358828308,88.75463573323165,0.0,23.083700440528634,186,0.4096916299559471
IMG0000755.jpg,1,0,0,0,0,0,3.0726872246696035,7,0.1948590683062659,0.0695209599818509,-1.806368186874305,1.5979694283655534,74.57783868126133,0.0,13.059471365638766,86,0.1894273127753304
IMG0001831.jpg,1,0,0,0,0,0,6.618942731277533,13,0.2097833340337045,0.0312846070233993,-5.776666666666666,17.53733192681005,88.42344994481627,0.0136678860756395,28.48898678414097,230,0.5066079295154186
IMG0001470.jpg,0,1,0,0,0,0,8.52863436123348,12,0.2314654576281258,0.0714952319919773,8.502566436112122,34.33309043871573,90.0,0.2459031232710205,37.54185022026432,174,0.3832599118942731
IMG0003225.jpg,1,0,0,0,0,0,6.49597855227882,6,0.2624583613784466,0.0504907313536627,-1.5708617258638364,2.1221323358487334,90.0,5.828583812444813,27.412868632707774,236,0.6327077747989276
IMG0002900.jpg,0,1,0,0,0,0,6.2687224669603525,14,0.1880665684579349,0.0479537299091733,-8.516414141414142,19.80956999595525,88.56790381583535,0.0,28.20484581497797,118,0.2599118942731278
IMG0001314.jpg,0,1,0,0,0,0,7.10352422907489,17,0.2511201420194804,0.0643025368894528,-3.9465271109792495,1.4281296982813805,79.3236443173042,0.0241105785597437,30.920704845814974,232,0.5110132158590308
IMG0002921.jpg,0,1,0,0,0,0,8.820375335120643,17,0.2677682470816305,0.0609159751341306,-8.319249860792183,24.569329902187157,87.53206448100264,0.6488003211756918,42.26005361930295,199,0.5335120643431636
IMG0001038.jpg,0,1,0,0,0,0,8.120643431635388,9,0.252008764933984,0.0699409194780669,0.1500176183852119,0.03339318209984096,90.0,0.0153361290369643,36.07774798927614,195,0.5227882037533512
IMG0000309.jpg,0,1,0,0,0,0,3.259911894273128,4,0.1361747945357047,0.0116807735302871,3.5567226890756305,6.173858812968494,89.35228496801878,2.0454084888870154,14.790748898678414,81,0.1784140969162995
IMG0000686.jpg,0,1,0,0,0,0,5.381057268722467,11,0.1910867372810017,0.0863130193851461,7.755952380952382,31.66442851471135,88.99491399474583,0.0,22.68281938325991,90,0.198237885462555
IMG0002890.jpg,0,1,0,0,0,0,4.610132158590308,9,0.222006608175706,0.0528000143101913,3.7626495381942555,6.001820055354382,87.88132827414917,0.0,20.255506607929515,158,0.3480176211453744
IMG0002558.jpg,0,1,0,0,0,1,5.594713656387666,10,0.1626776538270625,0.0648394045701884,-7.578063043788331,27.456981851758158,90.0,0.6195236438398922,24.19383259911894,223,0.4911894273127753
IMG0001379.jpg,0,1,0,0,0,0,6.878854625550661,13,0.1774390248803056,0.0235506367029776,0.6408727660632362,8.168059097158572,87.6784694101673,1.1897350317774589,29.674008810572687,235,0.5176211453744494
IMG0003371.jpg,1,0,0,0,0,0,4.052863436123348,8,0.2123616594966709,0.0836406858806,-4.646588827838828,4.7132209659546005,85.48763148543786,0.0,16.883259911894275,153,0.3370044052863436
IMG0004189.jpg,1,0,0,0,0,0,4.746696035242291,8,0.2897929397193281,0.2075547289661699,-4.025158374660054,4.229869964491589,84.95754893082909,0.0,20.030837004405285,167,0.36784140969163
IMG0000480.jpg,0,1,0,0,0,1,4.008810572687224,7,0.1924292960931348,0.0901357750071264,-13.680555555555557,23.80876825851464,90.0,0.0,17.18942731277533,90,0.198237885462555
IMG0002640.jpg,1,0,0,0,0,0,5.88546255506608,10,0.1712305849494219,0.0387500444509393,5.870572490435386,7.133012767048874,88.18531900723201,0.1454665983022259,26.90528634361233,330,0.7268722466960352
IMG0002423.jpg,1,0,0,0,0,1,3.502202643171806,9,0.1727880957506019,0.0472204010852671,6.246492704826038,11.092276688447024,87.70938995736148,0.0,14.288546255506608,115,0.2533039647577093
IMG0000189.jpg,1,0,0,1,1,1,14.044791666666669,93,0.0590813301364412,0.011520442692602,1.606480284099277,15.124900680593196,90.0,0.0865732273352023,65.32152777777777,3599,1.2496527777777775
IMG0003751.jpg,0,1,0,0,0,0,5.938325991189427,13,0.1703580688072808,0.039954023219723,23.947916666666664,40.626451630047775,90.0,0.0,25.00220264317181,131,0.2885462555066079
IMG0001127.jpg,0,1,0,0,0,0,9.06970509383378,18,0.2786032649209658,0.0858385313508171,-9.895505792195872,27.735456048138715,84.5399397165201,0.0745229749068578,41.024128686327074,148,0.3967828418230563
IMG0001663.jpg,1,0,0,0,0,0,6.7640750670241285,9,0.2013264025864612,0.0498128261011225,0.22271250818604585,0.1605952704062384,90.0,0.9388371982088486,30.66756032171582,84,0.225201072386059
IMG0002826.jpg,0,1,0,0,0,0,4.548458149779735,8,0.1876328048819581,0.0862157076998643,3.179870265850302,4.350447753553403,84.8055710922652,0.0,19.53303964757709,220,0.4845814977973568
IMG0003822.jpg,0,1,0,0,0,0,7.277533039647577,12,0.2004455326037362,0.0967305620790646,12.794944227779139,26.95266141150956,90.0,0.0378815015949478,30.42511013215859,324,0.7136563876651982
IMG0000682.jpg,0,1,0,0,0,0,5.398678414096916,5,0.1826363352548278,0.0720297431379366,-2.555555555555556,3.614101326064576,90.0,0.0,23.15638766519824,209,0.460352422907489
IMG0004356.jpg,1,0,0,0,0,1,10.41823056300268,12,0.2767429559372,0.1560352595331272,8.932895171957673,5.825735520704082,90.0,0.7095089882746473,40.03217158176944,311,0.8337801608579088
IMG0000023.jpg,1,0,0,0,0,0,17.25486111111111,92,0.0545485943954311,0.02354721011314,2.150629416010079,1.7431918976223373,78.33731200552151,0.2560076987328528,81.53263888888888,7721,2.680902777777778
IMG0000953.jpg,0,1,0,0,0,0,8.449339207048459,16,0.2184086866959158,0.0714071477252228,-8.433562091503267,11.160782979867319,88.29018595585848,0.0,36.88325991189427,165,0.3634361233480176
IMG0002857.jpg,1,0,0,0,0,0,5.589812332439679,9,0.2589353169732215,0.1097259110001959,-9.60064935064935,4.796332649163343,90.0,0.1936815553126911,22.951742627345844,248,0.6648793565683646
IMG0003868.jpg,1,0,0,1,1,0,6.834801762114537,5,0.1909598832889873,0.0629755873068581,10.65,9.93931587182941,87.7974018382342,0.0,30.25330396475771,249,0.5484581497797357
IMG0000728.jpg,1,0,1,1,1,0,8.837004405286343,4,0.1326078113255153,0.0128406436317238,-2.2739247311827957,2.484910802104482,82.83738156413801,2.3050836575481326,40.88105726872247,540,1.1894273127753303
IMG0003493.jpg,0,1,0,0,0,0,6.649779735682819,10,0.2037952768374286,0.0686251204971391,3.4828179271708684,3.6258598061106446,84.66784111834045,0.0,28.112334801762117,318,0.7004405286343612
IMG0001493.jpg,1,0,0,0,0,0,5.022026431718062,8,0.1629747184504989,0.0564486191425603,-4.241063677898344,5.8269565369051355,89.9427233317955,0.0,20.95814977973568,157,0.3458149779735683
IMG0000828.jpg,1,0,0,0,0,0,2.751101321585903,3,0.2187958883994126,0.0366960323042578,0.0,0.0,0.0,0.0,11.1784140969163,119,0.2621145374449339
IMG0002734.jpg,0,1,0,0,0,0,9.09651474530831,20,0.3297978220129532,0.0646724835880917,-0.0758734839141154,1.4114270371137057,90.0,0.2527157897558944,43.61662198391421,174,0.4664879356568364
IMG0002736.jpg,1,0,0,0,0,0,5.566079295154185,6,0.1790639190898679,0.0313663277869794,2.508805982347172,1.7761522113506014,75.96375653207353,0.4535191259557669,25.493392070484585,225,0.4955947136563877
IMG0003987.jpg,0,1,1,0,1,0,9.788546255506608,10,0.1825965235979506,0.0827908306331954,13.136924803591471,19.66617483857721,90.0,0.0,42.48237885462555,545,1.2004405286343611
IMG0000640.jpg,1,0,0,0,0,0,7.32171581769437,12,0.2410044500054404,0.0855790838142368,-3.2848774991455914,2.883106585164831,90.0,0.0764707981232674,30.0455764075067,415,1.1126005361930296
IMG0001916.jpg,0,1,1,0,1,1,5.993392070484582,8,0.1575239220997612,0.0585715364366584,-0.04867788461538458,6.769185712971159,85.60129464500447,0.0,24.76872246696035,210,0.4625550660792951
