image_file,label,perimeter,nm_lns,mean_length,std_length,mean_slope,std_slope,max_acute_angle,min_acute_angle
0.png,1,6.084821428571429,3,0.3208758619756584,0.037478611732995167,0.14783625730994152,0.8522231030463954,88.87669728592456,24.14879472260345
1.png,1,3.955357142857143,2,0.3386172958398035,0.014964278689948846,-2.190909090909091,0.00909090909090926,0.1796100057493704,0.1796100057493704
10.png,1,4.102678571428571,6,0.39854983584370074,0.053187843689193735,6.546350081436715,4.756442356681562,89.97656933901888,0.07849926822418828
100.png,1,1.9107142857142858,4,0.42781622114414275,0.00435432372815778,2.1546859169199593,2.383814220678941,90.0,0.3285562282125561
1005.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1007.png,1,4.321428571428571,2,0.37617911585645536,0.0010728383993124369,0.8093240093240093,0.021445221445221485,1.4849341941079512,1.4849341941079512
1008.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1009.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
101.png,1,2.424107142857143,2,0.4729190144811488,0.000589990777700028,7.538461538461538,0.5384615384615383,1.0722557042751868,1.0722557042751868
1010.png,1,3.5892857142857144,2,0.42473222689210244,0.027109949139325934,1.7869767441860465,0.026976744186046453,0.7372912764907844,0.7372912764907844
1012.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1014.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1015.png,1,1.9776785714285714,1,0.3815854579706804,0.0,-0.10588235294117647,0.0,0.0,90.0
1016.png,1,2.825892857142857,4,0.3976151101585023,0.005966130182650961,-0.2503246753246753,1.0249318636185243,89.82794111927213,0.11018405554128292
1017.png,1,9.584821428571429,3,0.294358402287913,0.02790566681880989,-0.23756097560975611,0.782756560265899,82.38873810887169,30.113733150982444
1018.png,1,6.348214285714286,6,0.6017899824055835,0.15901270881940055,1.3410025849065874,0.009899159515623944,0.5421637305527245,0.01906318938871329
102.png,1,3.7767857142857144,2,0.23660714285714285,0.013392857142857137,--,--,90.0,90.0
1022.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1024.png,1,2.513392857142857,1,0.28477104346101895,0.0,0.24193548387096775,0.0,0.0,90.0
1025.png,1,1.1919642857142858,1,0.25003985651679367,0.0,-0.017857142857142856,0.0,0.0,90.0
1026.png,1,5.790178571428571,2,0.3242928595002703,0.06947637391401437,16.833333333333332,2.166666666666667,0.8877062381993842,0.8877062381993842
1027.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1028.png,1,9.200892857142858,7,0.3553606932964185,0.09429496784896847,-2.3923308058401225,7.372936998378188,20.219650487183785,0.37084129082861284
1029.png,1,7.535714285714286,7,0.32217893584643326,0.07800876844492713,30.1,46.22812996434097,90.0,0.44433061069801416
1030.png,1,1.3839285714285714,1,0.3355646513029667,0.0,-0.06666666666666667,0.0,0.0,90.0
1031.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1032.png,1,6.46875,4,0.2773166558889213,0.04513973959910941,-2.857142857142857,7.333410636574625,90.0,0.8139836308812908
1034.png,1,3.2857142857142856,2,0.2665644791873083,0.005756949384120247,6.870129870129871,1.4155844155844162,3.5071341848326307,3.5071341848326307
1035.png,1,3.5357142857142856,5,0.43168735448282697,0.022895780290880602,-3.878665727037821,4.875676749670685,90.0,0.0
1036.png,1,7.700892857142857,7,0.47755782707097966,0.22410860949849573,-1.144904667207374,0.4677106684518767,53.68635458123665,0.0
1037.png,1,0.8214285714285714,1,0.3705357142857143,0.0,--,--,0.0,90.0
1039.png,1,13.53125,14,0.6019473862893598,0.23585186273318767,0.9403308754060437,0.19837454489004738,24.627045143209205,0.0
104.png,1,6.084821428571429,5,0.40550929896264576,0.002713211390243317,-0.37157635467980293,0.9858653759237448,89.92362418791302,0.0
1040.png,1,6.174107142857143,1,0.29477810748605676,0.0,0.030303030303030304,0.0,0.0,90.0
1041.png,1,7.553571428571429,7,0.37090176841207434,0.05286722101265249,-0.3005576105522019,1.1732370767120206,89.46388752246867,0.3203404772620806
1042.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1043.png,1,3.2455357142857144,1,0.271588592397413,0.0,0.4727272727272727,0.0,0.0,90.0
1046.png,1,8.321428571428571,7,0.4310647856338159,0.07527464947268925,0.7794170327874151,0.617651746219298,87.19581587760592,0.04790615900565566
1047.png,1,3.3839285714285716,5,0.39820117530264715,0.004197151346716631,0.005098037721277171,1.0466092557998479,89.88981594445703,0.10676219850657773
1048.png,1,5.995535714285714,8,0.4887200765581769,0.09899468878682495,1.340274155378582,1.067399057879955,90.0,0.004337303566089556
1049.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
105.png,1,9.138392857142858,13,0.33518370544301146,0.051041627752803846,-0.3341007795829756,0.07756767818137664,15.431723364630074,0.18283393708676415
1050.png,1,4.142857142857143,1,0.30832672588985727,0.0,-23.0,0.0,0.0,90.0
1051.png,1,5.401785714285714,1,0.320092710182917,0.0,7.1,0.0,0.0,90.0
1052.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1053.png,1,3.955357142857143,2,0.3386172958398035,0.014964278689948846,-2.190909090909091,0.00909090909090926,0.1796100057493704,0.1796100057493704
1054.png,1,2.4642857142857144,1,0.6298599313841652,0.0,28.2,0.0,0.0,90.0
1056.png,1,7.5,7,0.47342916564523857,0.19311439297821764,12.429396000824571,10.394468307283272,43.038582332229666,0.10101502141887424
1057.png,1,6.348214285714286,2,0.5893266675887191,0.1026376181255666,0.009174311926605505,0.009174311926605505,1.0511807495439054,1.0511807495439054
106.png,1,8.366071428571429,3,0.29221251028847356,0.014279290971075448,28.642857142857142,38.357142857142854,90.0,6.7324900029098895
1060.png,1,4.09375,6,0.3619640375011876,0.05100680696592638,-0.7735034763277303,1.0231988975210857,89.98515076370863,0.013440248303324033
1061.png,1,5.870535714285714,4,0.3095356460873892,0.0689470191837454,21.63859649122807,30.661161736427946,90.0,4.81355089370644
1062.png,1,1.8571428571428572,1,0.25,0.0,0.0,0.0,0.0,90.0
1063.png,1,4.611607142857143,4,0.2713114255401649,0.01415268557972888,-19.04862155388471,28.957036990495055,90.0,2.214598420056497
1066.png,1,3.7901785714285716,1,0.2544642857142857,0.0,--,--,0.0,90.0
1067.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1068.png,1,8.200892857142858,4,0.34816411252904506,0.0465556993806522,3.3846153846153846,3.3846153846153846,90.0,81.59662890943918
1069.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
107.png,1,5.919642857142857,3,0.2768747026368385,0.04208313232349496,-0.89648033126294,0.6375937666984556,55.00797980144134,3.426035146263392
1070.png,1,1.15625,1,0.27768431321578546,0.0,0.08064516129032258,0.0,0.0,90.0
1071.png,1,6.65625,4,0.28460385086632906,0.09124813451051034,-99.0,0.0,90.0,90.0
1074.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1075.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1076.png,1,3.294642857142857,3,0.4209025847634884,0.0020166458546102112,-2.134567901234568,1.7215658734263577,90.0,0.17344784406703528
1080.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
1081.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0
