image_file,perimeter,nm_lns,mean_length,std_length,mean_slope,std_slope,max_acute_angle,min_acute_angle
IMG0000019.jpg,35.355555555555554,393,0.06909487805646933,0.016852218457759537,3.9862549721666998,1.678524032554199,90.0,0.6936064994862875
IMG0000025.jpg,6.967013888888889,63,0.1046559318580114,0.01944541860263979,7.1105941662365115,1.1484550073932047,4.808745063613188,0.009342210852613175
IMG0000044.jpg,22.23784722222222,107,0.05842580385234193,0.011085839339813693,-0.5496522909863245,1.1906863388905993,90.0,0.0
IMG0000057.jpg,13.86736111111111,101,0.05936093158616471,0.00937342568611081,-2.682843746454851,1.5152180635008117,38.403626274160274,0.02858595115586009
IMG0000058.jpg,21.905208333333334,136,0.06532482835851494,0.012945529958955558,-0.6482360459033804,0.41762660329696677,90.0,0.0
IMG0000059.jpg,23.676388888888887,109,0.05836715900877296,0.011140683736699323,-3.911978384111573,5.795459752595629,89.9222141722205,0.16886140732370397
IMG0000092.jpg,6.610763888888889,81,0.07216127006764347,0.014341138418702158,8.840530113203263,10.966413145889982,13.852251506537351,0.05551914882221117
IMG0000100.jpg,27.139930555555555,123,0.0661495238765139,0.013744914918855104,4.120697944297082,8.067096457319767,18.204166071546933,0.029539825843116506
IMG0000142.jpg,35.99131944444444,196,0.08528279874556113,0.015077350271534333,-2.6244305650747206,3.6510675415246445,53.00833492949959,0.04863620521230096
IMG0000143.jpg,14.912152777777777,86,0.06338835760314968,0.018736186619695495,-4.971547347187928,5.8919910959964445,87.8959557846123,0.03477036864760026
IMG0000144.jpg,42.525,362,0.06940246382976958,0.018509735855929736,-10.209832377843975,22.1603022355914,74.23070070589596,0.034603249753481655
IMG0000151.jpg,18.12013888888889,190,0.07074505973283106,0.018644121001945974,7.935832365998696,6.627298227008758,90.0,0.0509873931153218
IMG0000155.jpg,15.558680555555556,113,0.05809120783252677,0.004879846675531737,-0.630985824046996,0.8109518101584315,90.0,0.0
IMG0000156.jpg,7.2809027777777775,54,0.05686729436022218,0.02452512354242688,-0.9556715304269418,1.2863745493441199,73.33939841503448,0.0
IMG0000188.jpg,22.45625,197,0.07406871637485792,0.02976825070358058,-0.7251402422494966,7.955152360700479,90.0,0.1004006083832575
IMG0000189.jpg,14.044791666666667,93,0.05908133013644127,0.011520442692602013,1.606480284099277,15.124900680593196,90.0,0.08657322733520233
IMG0000190.jpg,23.12152777777778,104,0.11257655012679443,0.10587311201462082,-2.6051444165973683,1.740547180628509,76.27770286686646,0.0
IMG0000206.jpg,12.927430555555556,98,0.0641659329130819,0.015566793738042551,-9.309583333333332,12.728340780627214,90.0,0.0
IMG0000207.jpg,10.100694444444445,78,0.06190377855984982,0.023050466660887423,13.90207109943952,21.723602699253078,90.0,1.7901184328174966
IMG0000261.jpg,17.418691588785048,119,0.09606633370032516,0.03381628234055332,7.836459337288176,6.710832001251963,90.0,0.721163695232322
IMG0000284.jpg,9.487935656836461,12,0.2230511183108293,0.07337628846611248,-3.4979918229918225,9.624660684592005,20.83804223413421,0.4191761217880852
IMG0000307.jpg,6.356828193832599,16,0.23777576740888556,0.12831137912471424,-6.672902001380263,40.39665176036329,10.969757966800596,0.022731908953088874
IMG0000319.jpg,3.959785522788204,7,0.22100644886112963,0.0771968176050988,-13.666666666666666,76.51724569591413,90.0,1.2391386678662817
IMG0000351.jpg,5.8203753351206435,8,0.16428902200090842,0.023377566262423356,-12.677777777777777,33.79628878741672,90.0,0.16251516946935618
IMG0000352.jpg,3.3700440528634363,7,0.1914673235676926,0.046575751599620845,4.021570475170072,7.002591079902334,87.66619237205985,0.9710219310795725
IMG0000443.jpg,6.273127753303965,16,0.21611591361845503,0.048749023939672245,-11.082716049382716,43.6265889373393,90.0,0.07160341360459922
IMG0000453.jpg,1.751101321585903,3,0.25477239353891334,0.12911739880937975,0.0,0.0,0.0,0.0
